1.1131665,1.7099983,1.9564615,-0.5906756,-0.04956092,0.6264879,-1.4078029,1.1607057,-1.2961309,-1.7367249,-0.79357,-1.0572661,-0.13024555,0.2587756,-0.36408728,-0.5124385,0.5552447,1.7115622,1.6956499,-0.6929662,
1.6674587,1.5355707,-0.7628292,1.7325207,-1.0128208,0.7498257,-0.8437647,-0.24926627,0.6784984,0.5196363,-1.1705545,-1.0143597,-1.1350044,0.3419278,1.0006719,-0.1895326,-0.91973317,-1.3511595,-0.3825872,-1.5070345,
0.01343045,0.32686874,-0.34417188,0.10892263,-0.0899014,0.25818896,0.03978343,0.38785106,-0.07953718,-0.79124814,0.43655658,0.53350496,0.11022709,-0.50504375,0.26990306,0.34358498,0.03505303,-0.55579555,-0.33680698,-0.1601428,
0.18505168,0.37396726,-0.63874716,0.21161163,0.1540564,0.71492374,-0.62912685,0.19538257,0.13219695,0.08596794,0.15793562,0.35097137,-0.23212805,0.34873462,0.22959282,-0.30439752,0.31895742,-0.3036935,0.60123944,0.6958664,
-0.38826126,0.664441,-0.03109754,-0.64568126,-0.30324945,0.5342577,-0.53783524,0.1993275,0.5320978,-0.61640966,0.07067244,0.02867725,-0.31656978,-0.57426023,0.11512379,0.37711895,-0.49351627,0.4338548,0.08887836,0.67066336,
0.579641,0.31292883,0.30299637,-0.13967827,0.21303667,0.28526974,-0.17386562,0.4262334,-0.14637406,0.22370982,-0.5795586,0.09461417,0.47043633,-0.15492246,0.0040157,-0.28662607,0.4117493,0.06973734,0.26244104,-0.09684474,
0.27079204,-0.34082425,-0.42841992,0.4267802,-0.03494592,0.38823837,-0.21150887,0.22244126,0.4725814,-0.24175037,0.02161401,-0.00706143,0.2291116,-0.3307367,-0.290575,0.25087073,0.12899221,0.52747184,-0.29914644,-0.4526963,
0.13583407,-0.5489137,0.47676516,0.21655348,0.31379443,-0.15096956,-0.5295639,-0.2373589,0.1295926,-0.7155824,0.3633281,0.2832025,0.1017039,0.39485377,-0.11092657,0.54781735,-0.44041827,0.03587063,-0.28775898,0.1509795,
-0.17790343,-0.44385195,-0.10841457,0.33480585,-0.07760929,-0.55388635,-0.19873154,-0.57499623,-0.01735368,0.58661795,-0.18004979,-0.6242478,-0.19804943,-0.3000339,-0.20677002,0.30157775,0.4975986,-0.4774982,-0.48987633,-0.37114316,
-0.4220074,-0.1277648,-0.00159935,0.29395562,-0.13310595,0.6372044,0.03103316,0.37994367,0.45997366,-0.3660184,0.5937864,0.588946,-0.303607,0.1522829,0.14118953,-0.14429456,-0.59336245,0.07334044,0.40677738,0.64731675,
0.5945278,-0.25814375,0.05143486,0.10354092,0.67682916,-0.7070229,0.2277224,0.152219,-0.5905844,-0.11981358,-0.5695174,0.17279921,0.31136295,-0.32346937,-0.6343248,-0.56940484,-0.3731779,0.6597674,-0.50438786,-0.52099824,
-0.1916364,-0.00535022,-0.06350775,0.5460706,-0.24779196,-0.60612583,0.60573816,-0.46092176,-0.42348868,0.32691523,-0.0933064,-0.41683558,0.2756181,-0.34753212,-0.11634445,0.02488445,-0.14136812,0.48095348,0.24877183,0.08084297,
0.01419352,0.50743544,0.4028732,0.552461,0.51790035,0.20927651,-0.37497944,-0.29418722,-0.16248046,0.32750076,0.2904808,-0.51895046,0.19281824,-0.05771802,0.34061918,-0.6684183,0.41400278,-0.5492691,0.26107752,-0.6429178,
0.4610072,-0.18315215,0.06558,0.17174996,0.59893805,-0.15533412,0.6364368,-0.39468926,-0.1291886,0.52916086,0.2156574,0.40040648,0.730162,0.21291842,-0.25273076,0.08555748,0.08991832,-0.2999045,-0.13618311,-0.32043874,
0.10679548,0.4478177,-0.16952592,0.1316633,-0.10182358,-0.221096,-0.37873563,0.31711754,-0.14782473,0.29488483,-0.32856545,0.1108276,0.00938633,0.06257358,0.17146973,0.23110634,0.15236409,0.02539746,0.3926241,-0.41854194,
